Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Chemical_Name
Cefnazole,Antidiabetic,Tablet,564 mg,Novo Nordisk A/S,Virus,Over-the-Counter,Cefixime
Metoprofen,Antiviral,Cream,378 mg,Roche Holding AG,Virus,Prescription,Metformin
Dextrophen,Antiseptic,Capsule,396 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,Dextromethorphan
Acetovir,Antidiabetic,Capsule,256 mg,Bayer AG,Fungus,Prescription,Paracetamol
Acetonazole,Antibiotic,Inhaler,454 mg,Pfizer Inc.,Infection,Over-the-Counter,Ketoconazole
Dolostatin,Antifungal,Syrup,138 mg,Novo Nordisk A/S,Infection,Prescription,Ibuprofen
Ibuproprofen,Antidepressant,Tablet,881 mg,AstraZeneca plc,Diabetes,Over-the-Counter,Ibuprofen
Metomycin,Antifungal,Tablet,157 mg,Sanofi S.A.,Fever,Over-the-Counter,Metformin
Ibuprocillin,Antiviral,Cream,838 mg,AbbVie Inc.,Wound,Prescription,Ibuprofen
Metophen,Analgesic,Injection,137 mg,GlaxoSmithKline plc,Depression,Over-the-Counter,Metformin
Doloprofen,Antidepressant,Capsule,460 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,Ibuprofen
Metophen,Antipyretic,Ointment,229 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,Metformin
Metovir,Antipyretic,Ointment,827 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,Metformin
Ibupromycin,Antidiabetic,Inhaler,688 mg,CSL Limited,Diabetes,Over-the-Counter,Azithromycin
Amoximet,Antifungal,Inhaler,906 mg,"Merck & Co., Inc.",Virus,Prescription,Amoxicillin
Acetomet,Antidiabetic,Injection,722 mg,Johnson & Johnson,Fever,Over-the-Counter,Paracetamol
Clarivir,Antidepressant,Inhaler,337 mg,Pfizer Inc.,Infection,Prescription,Clarithromycin
Dolomycin,Antipyretic,Cream,134 mg,Eli Lilly and Company,Virus,Prescription,Amoxicillin
Ibuproprofen,Antidiabetic,Syrup,196 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter,Ibuprofen
Amoximycin,Antiseptic,Injection,823 mg,"Merck & Co., Inc.",Depression,Over-the-Counter,Amoxicillin
Metostatin,Antiviral,Cream,805 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,Metformin
Dextrophen,Antidepressant,Inhaler,363 mg,Roche Holding AG,Fungus,Over-the-Counter,Dextromethorphan
Amoximet,Antibiotic,Ointment,981 mg,Bayer AG,Infection,Over-the-Counter,Amoxicillin
Cefmycin,Antiseptic,Inhaler,835 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,Ceftriaxone
Amoxiprofen,Antibiotic,Syrup,691 mg,Eli Lilly and Company,Pain,Prescription,Amoxicillin
Metomycin,Antidepressant,Drops,257 mg,Eli Lilly and Company,Fever,Prescription,Metformin
Dextrostatin,Antipyretic,Ointment,948 mg,Pfizer Inc.,Depression,Over-the-Counter,Dextromethorphan
Dextrophen,Antipyretic,Cream,843 mg,Biogen Inc.,Diabetes,Over-the-Counter,Dextromethorphan
Cefcillin,Antiseptic,Injection,284 mg,Biogen Inc.,Fever,Over-the-Counter,Cefixime
Dolomet,Antifungal,Drops,783 mg,Pfizer Inc.,Diabetes,Prescription,Paracetamol
Clarimet,Analgesic,Ointment,739 mg,Novo Nordisk A/S,Virus,Over-the-Counter,Clarithromycin
Dolostatin,Antiviral,Injection,327 mg,Eli Lilly and Company,Infection,Prescription,Ibuprofen
Ibuproprofen,Antiseptic,Inhaler,769 mg,Novartis AG,Fever,Prescription,Ibuprofen
Dextroprofen,Antidiabetic,Ointment,243 mg,GlaxoSmithKline plc,Fever,Prescription,Ibuprofen
Amoxicillin,Antipyretic,Syrup,232 mg,AstraZeneca plc,Fever,Over-the-Counter,Amoxicillin
Clarimycin,Antifungal,Drops,156 mg,Roche Holding AG,Fever,Prescription,Clarithromycin
Ibupronazole,Antifungal,Ointment,41 mg,Bayer AG,Pain,Prescription,Ibuprofen
Clariphen,Antiseptic,Inhaler,787 mg,Eli Lilly and Company,Infection,Over-the-Counter,Clarithromycin
Clarimet,Antibiotic,Tablet,33 mg,Bayer AG,Wound,Over-the-Counter,Clarithromycin
Amoximet,Antifungal,Inhaler,548 mg,Johnson & Johnson,Pain,Over-the-Counter,Amoxicillin
Doloprofen,Antifungal,Tablet,877 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,Ibuprofen
Amoxistatin,Antipyretic,Ointment,894 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription,Amoxicillin
Ibuprostatin,Antiviral,Capsule,666 mg,AbbVie Inc.,Fever,Prescription,Ibuprofen
Dextrostatin,Analgesic,Capsule,322 mg,Amgen Inc.,Fungus,Over-the-Counter,Dextromethorphan
Dolostatin,Analgesic,Tablet,784 mg,Pfizer Inc.,Depression,Over-the-Counter,Ibuprofen
Dolovir,Antiseptic,Ointment,515 mg,Biogen Inc.,Pain,Over-the-Counter,Paracetamol
Cefcillin,Antidepressant,Injection,619 mg,Eli Lilly and Company,Infection,Prescription,Cefixime
Ibuprocillin,Antidepressant,Cream,794 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter,Ibuprofen
Acetostatin,Antidiabetic,Drops,669 mg,Pfizer Inc.,Depression,Over-the-Counter,Paracetamol
Amoxiprofen,Antidepressant,Syrup,938 mg,Pfizer Inc.,Wound,Over-the-Counter,Amoxicillin
Amoxiprofen,Antipyretic,Injection,862 mg,Pfizer Inc.,Wound,Over-the-Counter,Amoxicillin
Clarimet,Antiseptic,Syrup,865 mg,Roche Holding AG,Diabetes,Prescription,Clarithromycin
Dextroprofen,Antiseptic,Injection,810 mg,AbbVie Inc.,Pain,Over-the-Counter,Ibuprofen
Metomet,Antibiotic,Tablet,981 mg,Biogen Inc.,Virus,Over-the-Counter,Metformin
Amoximycin,Antipyretic,Inhaler,687 mg,Biogen Inc.,Virus,Prescription,Amoxicillin
Metoprofen,Antiviral,Cream,899 mg,"Merck & Co., Inc.",Diabetes,Prescription,Metformin
Metostatin,Antipyretic,Capsule,479 mg,Eli Lilly and Company,Fever,Over-the-Counter,Metformin
Dextrovir,Antifungal,Inhaler,551 mg,"Gilead Sciences, Inc.",Pain,Prescription,Dextromethorphan
Cefvir,Antifungal,Syrup,606 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,Cefixime
Metovir,Antidepressant,Tablet,74 mg,Amgen Inc.,Virus,Prescription,Metformin
Claricillin,Antiviral,Cream,3 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,Clarithromycin
Dextronazole,Analgesic,Cream,176 mg,Sanofi S.A.,Fever,Prescription,Metronidazole
Amoximycin,Antiseptic,Injection,419 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter,Amoxicillin
Cefnazole,Antiseptic,Capsule,515 mg,Bristol-Myers Squibb Company,Diabetes,Prescription,Cefixime
Dolomet,Antiseptic,Inhaler,806 mg,Biogen Inc.,Diabetes,Over-the-Counter,Paracetamol
Amoxicillin,Antidiabetic,Tablet,600 mg,Sanofi S.A.,Wound,Over-the-Counter,Amoxicillin
Cefcillin,Antipyretic,Syrup,651 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter,Cefixime
Dextrocillin,Antibiotic,Injection,608 mg,Amgen Inc.,Depression,Over-the-Counter,Amoxicillin
Dextrocillin,Antipyretic,Inhaler,135 mg,Johnson & Johnson,Fungus,Over-the-Counter,Amoxicillin
Acetomet,Antidepressant,Syrup,909 mg,CSL Limited,Wound,Over-the-Counter,Paracetamol
Clarimet,Antifungal,Injection,179 mg,GlaxoSmithKline plc,Fungus,Prescription,Clarithromycin
Cefstatin,Antidiabetic,Syrup,384 mg,Biogen Inc.,Depression,Over-the-Counter,Cefixime
Dextrostatin,Antidepressant,Cream,791 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,Dextromethorphan
Metomet,Analgesic,Syrup,399 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,Metformin
Metoprofen,Antipyretic,Capsule,249 mg,Roche Holding AG,Infection,Prescription,Metformin
Cefmycin,Antiviral,Tablet,186 mg,Novartis AG,Fungus,Over-the-Counter,Ceftriaxone
Acetonazole,Antiseptic,Ointment,472 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,Ketoconazole
Clariphen,Antifungal,Ointment,991 mg,GlaxoSmithKline plc,Infection,Prescription,Clarithromycin
Clariphen,Antibiotic,Syrup,154 mg,Eli Lilly and Company,Infection,Over-the-Counter,Clarithromycin
Dextroprofen,Antidiabetic,Capsule,731 mg,Biogen Inc.,Diabetes,Prescription,Ibuprofen
Ibuprophen,Analgesic,Tablet,87 mg,Bristol-Myers Squibb Company,Virus,Prescription,Ibuprofen
Dolocillin,Antipyretic,Ointment,842 mg,CSL Limited,Depression,Over-the-Counter,Ibuprofen
Dextrovir,Antiseptic,Syrup,606 mg,Roche Holding AG,Wound,Prescription,Dextromethorphan
Metonazole,Antibiotic,Capsule,624 mg,Biogen Inc.,Wound,Prescription,Metronidazole
Acetomet,Antiviral,Drops,482 mg,Eli Lilly and Company,Pain,Prescription,Paracetamol
Cefphen,Antibiotic,Ointment,160 mg,"Gilead Sciences, Inc.",Fungus,Prescription,Cefixime
Metophen,Antiviral,Ointment,42 mg,CSL Limited,Infection,Over-the-Counter,Metformin
Cefcillin,Antifungal,Inhaler,557 mg,AbbVie Inc.,Pain,Over-the-Counter,Cefixime
Acetonazole,Antipyretic,Injection,391 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,Ketoconazole
Clarivir,Antipyretic,Tablet,74 mg,Sanofi S.A.,Wound,Over-the-Counter,Clarithromycin
Cefprofen,Antipyretic,Inhaler,2 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription,Cefixime
Amoxinazole,Antidiabetic,Ointment,793 mg,Novartis AG,Fever,Prescription,Amoxicillin
Dextromet,Antidepressant,Syrup,939 mg,Eli Lilly and Company,Fever,Over-the-Counter,Dextromethorphan
Acetomycin,Antiviral,Injection,256 mg,Novartis AG,Infection,Prescription,Amoxicillin
Dolocillin,Antipyretic,Inhaler,790 mg,Pfizer Inc.,Pain,Over-the-Counter,Ibuprofen
Amoximet,Antidiabetic,Tablet,414 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter,Amoxicillin
Dolomet,Antipyretic,Cream,207 mg,Pfizer Inc.,Pain,Prescription,Paracetamol
Dextromet,Antifungal,Injection,671 mg,GlaxoSmithKline plc,Infection,Prescription,Dextromethorphan
Clarivir,Antibiotic,Ointment,897 mg,Amgen Inc.,Infection,Over-the-Counter,Clarithromycin
Dolovir,Antidiabetic,Syrup,164 mg,Sanofi S.A.,Fungus,Prescription,Paracetamol
Metoprofen,Antiviral,Inhaler,631 mg,CSL Limited,Fungus,Over-the-Counter,Metformin
Amoximycin,Antiviral,Injection,739 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,Amoxicillin
Ibupromet,Antiseptic,Injection,830 mg,Boehringer Ingelheim GmbH,Infection,Prescription,Ibuprofen
Dextroprofen,Antiviral,Cream,998 mg,GlaxoSmithKline plc,Infection,Prescription,Ibuprofen
Metophen,Antifungal,Drops,238 mg,Eli Lilly and Company,Fungus,Prescription,Metformin
Ibupronazole,Antipyretic,Injection,604 mg,Novo Nordisk A/S,Infection,Prescription,Ibuprofen
Ibupromycin,Antiseptic,Ointment,444 mg,Sanofi S.A.,Diabetes,Over-the-Counter,Azithromycin
Ibuprophen,Antidepressant,Ointment,818 mg,CSL Limited,Virus,Over-the-Counter,Ibuprofen
Clarinazole,Antiseptic,Tablet,531 mg,AstraZeneca plc,Virus,Prescription,Clarithromycin
Doloprofen,Analgesic,Inhaler,652 mg,Johnson & Johnson,Infection,Prescription,Ibuprofen
Metoprofen,Antidepressant,Tablet,718 mg,Amgen Inc.,Wound,Prescription,Metformin
Clarivir,Antidiabetic,Capsule,803 mg,Novartis AG,Depression,Over-the-Counter,Clarithromycin
Acetophen,Antifungal,Syrup,412 mg,GlaxoSmithKline plc,Diabetes,Prescription,Paracetamol
Dolophen,Antifungal,Tablet,150 mg,Eli Lilly and Company,Virus,Prescription,Paracetamol
Acetoprofen,Antidiabetic,Inhaler,697 mg,Novartis AG,Diabetes,Over-the-Counter,Ibuprofen
Clariphen,Antidiabetic,Capsule,151 mg,Eli Lilly and Company,Wound,Prescription,Clarithromycin
Dextrophen,Antifungal,Injection,432 mg,CSL Limited,Diabetes,Prescription,Dextromethorphan
Dextromycin,Antiviral,Injection,708 mg,"Gilead Sciences, Inc.",Infection,Prescription,Azithromycin
Clariprofen,Antifungal,Drops,22 mg,GlaxoSmithKline plc,Diabetes,Prescription,Clarithromycin
Amoxivir,Antiviral,Ointment,50 mg,AstraZeneca plc,Fever,Prescription,Amoxicillin
Acetomycin,Antidiabetic,Inhaler,382 mg,"Gilead Sciences, Inc.",Pain,Prescription,Amoxicillin
Ibuprostatin,Antiseptic,Tablet,284 mg,Pfizer Inc.,Wound,Prescription,Ibuprofen
Clarinazole,Antiviral,Ointment,820 mg,Novartis AG,Infection,Over-the-Counter,Clarithromycin
Cefstatin,Antipyretic,Ointment,648 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,Cefixime
Metoprofen,Antidiabetic,Injection,358 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription,Metformin
Ibuprophen,Antibiotic,Inhaler,917 mg,Novartis AG,Diabetes,Prescription,Ibuprofen
Dolovir,Antipyretic,Syrup,489 mg,AstraZeneca plc,Virus,Over-the-Counter,Paracetamol
Cefmet,Antiviral,Tablet,716 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,Cefixime
Dextromet,Analgesic,Injection,994 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,Dextromethorphan
Cefphen,Antifungal,Cream,746 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter,Cefixime
Clarimet,Antidepressant,Capsule,674 mg,AstraZeneca plc,Diabetes,Over-the-Counter,Clarithromycin
Dolomycin,Antifungal,Syrup,369 mg,Sanofi S.A.,Wound,Over-the-Counter,Amoxicillin
Cefprofen,Antiviral,Capsule,259 mg,Roche Holding AG,Wound,Prescription,Cefixime
Clarimycin,Analgesic,Ointment,658 mg,Novartis AG,Infection,Prescription,Clarithromycin
Clariphen,Antiviral,Syrup,127 mg,Bayer AG,Pain,Prescription,Clarithromycin
Ibuprocillin,Antipyretic,Capsule,873 mg,Biogen Inc.,Fever,Prescription,Ibuprofen
Amoxistatin,Antibiotic,Cream,251 mg,"Merck & Co., Inc.",Diabetes,Prescription,Amoxicillin
Metostatin,Analgesic,Capsule,202 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription,Metformin
Acetocillin,Antipyretic,Cream,806 mg,AbbVie Inc.,Virus,Over-the-Counter,Paracetamol
Ibuprocillin,Antipyretic,Injection,67 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription,Ibuprofen
Dextronazole,Antiseptic,Tablet,454 mg,Novo Nordisk A/S,Fever,Prescription,Metronidazole
Ibuprostatin,Antiseptic,Tablet,68 mg,Roche Holding AG,Infection,Prescription,Ibuprofen
Amoximycin,Antidepressant,Tablet,81 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,Amoxicillin
Ibuprovir,Antiviral,Ointment,36 mg,Novo Nordisk A/S,Fever,Over-the-Counter,Ibuprofen
Dolocillin,Analgesic,Syrup,685 mg,Sanofi S.A.,Wound,Prescription,Ibuprofen
Dextrovir,Antidepressant,Tablet,46 mg,Amgen Inc.,Wound,Prescription,Dextromethorphan
Claristatin,Antibiotic,Capsule,732 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,Clarithromycin
Dolomycin,Analgesic,Cream,650 mg,Johnson & Johnson,Virus,Prescription,Amoxicillin
Acetonazole,Analgesic,Injection,274 mg,Johnson & Johnson,Fungus,Over-the-Counter,Ketoconazole
Dolomet,Analgesic,Syrup,141 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,Paracetamol
Clarimet,Analgesic,Capsule,816 mg,AbbVie Inc.,Fungus,Prescription,Clarithromycin
Cefstatin,Antiviral,Drops,153 mg,Pfizer Inc.,Fungus,Over-the-Counter,Cefixime
Dextroprofen,Antibiotic,Cream,57 mg,Eli Lilly and Company,Depression,Prescription,Ibuprofen
Ibupromycin,Antidepressant,Syrup,417 mg,GlaxoSmithKline plc,Wound,Over-the-Counter,Azithromycin
Amoximycin,Analgesic,Cream,204 mg,Novo Nordisk A/S,Diabetes,Prescription,Amoxicillin
Ibuprovir,Antiseptic,Ointment,967 mg,GlaxoSmithKline plc,Virus,Prescription,Ibuprofen
Dextrovir,Antidepressant,Ointment,933 mg,Pfizer Inc.,Virus,Prescription,Dextromethorphan
Dextrocillin,Antiseptic,Tablet,457 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter,Amoxicillin
Dextromet,Antiviral,Ointment,919 mg,Amgen Inc.,Diabetes,Prescription,Dextromethorphan
Ibupromet,Antibiotic,Tablet,514 mg,Pfizer Inc.,Fungus,Prescription,Ibuprofen
Ibupronazole,Antiviral,Tablet,325 mg,AbbVie Inc.,Wound,Over-the-Counter,Ibuprofen
Doloprofen,Antifungal,Capsule,924 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter,Ibuprofen
Acetomycin,Antiseptic,Ointment,149 mg,Novo Nordisk A/S,Fever,Prescription,Amoxicillin
Dolovir,Antiseptic,Inhaler,282 mg,Amgen Inc.,Depression,Over-the-Counter,Paracetamol
Dextronazole,Antifungal,Ointment,507 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter,Metronidazole
Acetomet,Antibiotic,Cream,571 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter,Paracetamol
Clarinazole,Antiseptic,Injection,288 mg,Bayer AG,Diabetes,Prescription,Clarithromycin
Dextrocillin,Antidiabetic,Drops,588 mg,Bayer AG,Infection,Over-the-Counter,Amoxicillin
Claristatin,Antifungal,Injection,806 mg,Bayer AG,Fever,Prescription,Clarithromycin
Ibuprostatin,Antiseptic,Capsule,959 mg,"Merck & Co., Inc.",Infection,Prescription,Ibuprofen
Amoxiprofen,Antifungal,Capsule,749 mg,Biogen Inc.,Depression,Prescription,Amoxicillin
Metomet,Antipyretic,Cream,519 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,Metformin
Dolostatin,Antipyretic,Injection,70 mg,Sanofi S.A.,Fungus,Prescription,Ibuprofen
Clarimet,Antifungal,Inhaler,754 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription,Clarithromycin
Dolovir,Antifungal,Drops,227 mg,Roche Holding AG,Depression,Over-the-Counter,Paracetamol
Cefmycin,Antiseptic,Drops,720 mg,CSL Limited,Diabetes,Over-the-Counter,Ceftriaxone
Amoximet,Analgesic,Inhaler,878 mg,AbbVie Inc.,Infection,Prescription,Amoxicillin
Ibuprostatin,Antifungal,Ointment,422 mg,Amgen Inc.,Diabetes,Prescription,Ibuprofen
Acetoprofen,Antibiotic,Tablet,649 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,Ibuprofen
Ibupronazole,Antiseptic,Injection,726 mg,Bayer AG,Infection,Prescription,Ibuprofen
Dextronazole,Antidiabetic,Drops,820 mg,Novartis AG,Wound,Prescription,Metronidazole
Cefprofen,Antidepressant,Inhaler,513 mg,Sanofi S.A.,Wound,Prescription,Cefixime
Ibuprophen,Antibiotic,Capsule,138 mg,Novo Nordisk A/S,Diabetes,Prescription,Ibuprofen
Cefmet,Antidepressant,Drops,427 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,Cefixime
Amoxiprofen,Antiviral,Capsule,174 mg,AbbVie Inc.,Virus,Prescription,Amoxicillin
Doloprofen,Antiseptic,Capsule,737 mg,GlaxoSmithKline plc,Infection,Prescription,Ibuprofen
Dolonazole,Antibiotic,Ointment,553 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter,Metronidazole
Metostatin,Antiseptic,Inhaler,659 mg,Amgen Inc.,Fungus,Prescription,Metformin
Dolocillin,Antifungal,Cream,118 mg,"Gilead Sciences, Inc.",Fever,Prescription,Ibuprofen
Clariprofen,Antidiabetic,Injection,886 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter,Clarithromycin
Amoximet,Antidiabetic,Injection,274 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,Amoxicillin
Cefcillin,Antidepressant,Capsule,20 mg,CSL Limited,Fever,Prescription,Cefixime
Clarimet,Analgesic,Drops,357 mg,Roche Holding AG,Fungus,Over-the-Counter,Clarithromycin
Clariphen,Antidepressant,Tablet,869 mg,AbbVie Inc.,Pain,Prescription,Clarithromycin
Cefmet,Antibiotic,Inhaler,482 mg,Biogen Inc.,Virus,Over-the-Counter,Cefixime
Amoxiphen,Analgesic,Injection,234 mg,Roche Holding AG,Fungus,Over-the-Counter,Amoxicillin
Dextromet,Antidiabetic,Inhaler,522 mg,Novartis AG,Pain,Over-the-Counter,Dextromethorphan
Metonazole,Antibiotic,Injection,854 mg,Bristol-Myers Squibb Company,Virus,Prescription,Metronidazole
Dextrostatin,Antiviral,Inhaler,669 mg,Amgen Inc.,Infection,Over-the-Counter,Dextromethorphan
Acetoprofen,Antiseptic,Syrup,467 mg,Novo Nordisk A/S,Infection,Over-the-Counter,Ibuprofen
Cefnazole,Antiviral,Drops,289 mg,"Merck & Co., Inc.",Infection,Prescription,Cefixime
Dextrophen,Antiseptic,Syrup,172 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter,Dextromethorphan
Ibuprocillin,Antidiabetic,Tablet,380 mg,Amgen Inc.,Fungus,Over-the-Counter,Ibuprofen
Amoxiprofen,Analgesic,Cream,852 mg,Novartis AG,Diabetes,Prescription,Amoxicillin
Amoxiprofen,Antiseptic,Syrup,879 mg,CSL Limited,Virus,Over-the-Counter,Amoxicillin
Dextrovir,Antidepressant,Ointment,844 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,Dextromethorphan
Metoprofen,Antiseptic,Cream,400 mg,GlaxoSmithKline plc,Wound,Prescription,Metformin
Metonazole,Antifungal,Drops,939 mg,Roche Holding AG,Depression,Prescription,Metronidazole
Acetoprofen,Analgesic,Ointment,861 mg,GlaxoSmithKline plc,Depression,Prescription,Ibuprofen
Metophen,Antiseptic,Drops,32 mg,Amgen Inc.,Diabetes,Prescription,Metformin
Ibuprophen,Antidepressant,Capsule,971 mg,Johnson & Johnson,Pain,Over-the-Counter,Ibuprofen
Cefnazole,Antidiabetic,Injection,704 mg,Boehringer Ingelheim GmbH,Pain,Prescription,Cefixime
Metomet,Analgesic,Inhaler,103 mg,Pfizer Inc.,Diabetes,Over-the-Counter,Metformin
Ibupronazole,Antipyretic,Capsule,407 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter,Ibuprofen
Ibuprovir,Antipyretic,Injection,333 mg,Pfizer Inc.,Fever,Prescription,Ibuprofen
Metostatin,Antifungal,Ointment,623 mg,Eli Lilly and Company,Virus,Prescription,Metformin
Metonazole,Antidepressant,Capsule,388 mg,Eli Lilly and Company,Fungus,Prescription,Metronidazole
Dextroprofen,Antifungal,Cream,902 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,Ibuprofen
Amoxiprofen,Antidiabetic,Inhaler,317 mg,AstraZeneca plc,Diabetes,Prescription,Amoxicillin
Ibupromet,Antibiotic,Injection,256 mg,Sanofi S.A.,Fungus,Over-the-Counter,Ibuprofen
Dolocillin,Antiviral,Capsule,53 mg,AstraZeneca plc,Virus,Prescription,Ibuprofen
Metomet,Antibiotic,Drops,541 mg,AbbVie Inc.,Fungus,Over-the-Counter,Metformin
Acetostatin,Antidepressant,Inhaler,114 mg,CSL Limited,Wound,Prescription,Paracetamol
Acetophen,Antiviral,Tablet,545 mg,Pfizer Inc.,Infection,Over-the-Counter,Paracetamol
Claricillin,Antiviral,Syrup,822 mg,Biogen Inc.,Infection,Prescription,Clarithromycin
Metocillin,Antidepressant,Inhaler,252 mg,Pfizer Inc.,Pain,Prescription,Metformin
Dolovir,Antiseptic,Injection,137 mg,Novartis AG,Pain,Prescription,Paracetamol
Dolomet,Analgesic,Capsule,280 mg,AbbVie Inc.,Depression,Over-the-Counter,Paracetamol
Dextrophen,Antibiotic,Syrup,630 mg,CSL Limited,Fever,Prescription,Dextromethorphan
Dextromet,Antidepressant,Tablet,59 mg,Novo Nordisk A/S,Depression,Over-the-Counter,Dextromethorphan
Cefstatin,Antipyretic,Drops,996 mg,Pfizer Inc.,Fungus,Prescription,Cefixime
Amoxiphen,Antiviral,Drops,446 mg,Novo Nordisk A/S,Pain,Over-the-Counter,Amoxicillin
Metovir,Analgesic,Ointment,11 mg,Novo Nordisk A/S,Diabetes,Prescription,Metformin
Cefvir,Analgesic,Inhaler,914 mg,Novo Nordisk A/S,Infection,Prescription,Cefixime
Metonazole,Antidiabetic,Tablet,390 mg,AbbVie Inc.,Pain,Prescription,Metronidazole
Acetostatin,Antiviral,Cream,957 mg,Eli Lilly and Company,Infection,Over-the-Counter,Paracetamol
Cefnazole,Antiviral,Drops,861 mg,Amgen Inc.,Infection,Over-the-Counter,Cefixime
Clarivir,Antiseptic,Inhaler,871 mg,Biogen Inc.,Pain,Prescription,Clarithromycin
Cefprofen,Antidepressant,Tablet,604 mg,Novartis AG,Pain,Prescription,Cefixime
Acetomycin,Antiviral,Ointment,197 mg,Bayer AG,Depression,Prescription,Amoxicillin
