Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Doloprofen,Antifungal,Tablet,877 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Amoxistatin,Antipyretic,Ointment,894 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Ibuprostatin,Antiviral,Capsule,666 mg,AbbVie Inc.,Fever,Prescription
Dextrostatin,Analgesic,Capsule,322 mg,Amgen Inc.,Fungus,Over-the-Counter
Dolostatin,Analgesic,Tablet,784 mg,Pfizer Inc.,Depression,Over-the-Counter
Dolovir,Antiseptic,Ointment,515 mg,Biogen Inc.,Pain,Over-the-Counter
Cefcillin,Antidepressant,Injection,619 mg,Eli Lilly and Company,Infection,Prescription
Ibuprocillin,Antidepressant,Cream,794 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Acetostatin,Antidiabetic,Drops,669 mg,Pfizer Inc.,Depression,Over-the-Counter
Amoxiprofen,Antidepressant,Syrup,938 mg,Pfizer Inc.,Wound,Over-the-Counter
Amoxiprofen,Antipyretic,Injection,862 mg,Pfizer Inc.,Wound,Over-the-Counter
Clarimet,Antiseptic,Syrup,865 mg,Roche Holding AG,Diabetes,Prescription
Dextroprofen,Antiseptic,Injection,810 mg,AbbVie Inc.,Pain,Over-the-Counter
Metomet,Antibiotic,Tablet,981 mg,Biogen Inc.,Virus,Over-the-Counter
Amoximycin,Antipyretic,Inhaler,687 mg,Biogen Inc.,Virus,Prescription
Metoprofen,Antiviral,Cream,899 mg,"Merck & Co., Inc.",Diabetes,Prescription
Metostatin,Antipyretic,Capsule,479 mg,Eli Lilly and Company,Fever,Over-the-Counter
Dextrovir,Antifungal,Inhaler,551 mg,"Gilead Sciences, Inc.",Pain,Prescription
Cefvir,Antifungal,Syrup,606 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Metovir,Antidepressant,Tablet,74 mg,Amgen Inc.,Virus,Prescription
Claricillin,Antiviral,Cream,3 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Dextronazole,Analgesic,Cream,176 mg,Sanofi S.A.,Fever,Prescription
Amoximycin,Antiseptic,Injection,419 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Cefnazole,Antiseptic,Capsule,515 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Dolomet,Antiseptic,Inhaler,806 mg,Biogen Inc.,Diabetes,Over-the-Counter
Amoxicillin,Antidiabetic,Tablet,600 mg,Sanofi S.A.,Wound,Over-the-Counter
Cefcillin,Antipyretic,Syrup,651 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Dextrocillin,Antibiotic,Injection,608 mg,Amgen Inc.,Depression,Over-the-Counter
Dextrocillin,Antipyretic,Inhaler,135 mg,Johnson & Johnson,Fungus,Over-the-Counter
Acetomet,Antidepressant,Syrup,909 mg,CSL Limited,Wound,Over-the-Counter
Clarimet,Antifungal,Injection,179 mg,GlaxoSmithKline plc,Fungus,Prescription
Cefstatin,Antidiabetic,Syrup,384 mg,Biogen Inc.,Depression,Over-the-Counter
Dextrostatin,Antidepressant,Cream,791 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Metomet,Analgesic,Syrup,399 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Metoprofen,Antipyretic,Capsule,249 mg,Roche Holding AG,Infection,Prescription
Cefmycin,Antiviral,Tablet,186 mg,Novartis AG,Fungus,Over-the-Counter
Acetonazole,Antiseptic,Ointment,472 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Clariphen,Antifungal,Ointment,991 mg,GlaxoSmithKline plc,Infection,Prescription
Clariphen,Antibiotic,Syrup,154 mg,Eli Lilly and Company,Infection,Over-the-Counter
Dextroprofen,Antidiabetic,Capsule,731 mg,Biogen Inc.,Diabetes,Prescription
Ibuprophen,Analgesic,Tablet,87 mg,Bristol-Myers Squibb Company,Virus,Prescription
Dolocillin,Antipyretic,Ointment,842 mg,CSL Limited,Depression,Over-the-Counter
Dextrovir,Antiseptic,Syrup,606 mg,Roche Holding AG,Wound,Prescription
Metonazole,Antibiotic,Capsule,624 mg,Biogen Inc.,Wound,Prescription
Acetomet,Antiviral,Drops,482 mg,Eli Lilly and Company,Pain,Prescription
Cefphen,Antibiotic,Ointment,160 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Metophen,Antiviral,Ointment,42 mg,CSL Limited,Infection,Over-the-Counter
Cefcillin,Antifungal,Inhaler,557 mg,AbbVie Inc.,Pain,Over-the-Counter
Acetonazole,Antipyretic,Injection,391 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Clarivir,Antipyretic,Tablet,74 mg,Sanofi S.A.,Wound,Over-the-Counter
Cefprofen,Antipyretic,Inhaler,2 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Amoxinazole,Antidiabetic,Ointment,793 mg,Novartis AG,Fever,Prescription
Dextromet,Antidepressant,Syrup,939 mg,Eli Lilly and Company,Fever,Over-the-Counter
Acetomycin,Antiviral,Injection,256 mg,Novartis AG,Infection,Prescription
Dolocillin,Antipyretic,Inhaler,790 mg,Pfizer Inc.,Pain,Over-the-Counter
Amoximet,Antidiabetic,Tablet,414 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Dolomet,Antipyretic,Cream,207 mg,Pfizer Inc.,Pain,Prescription
Dextromet,Antifungal,Injection,671 mg,GlaxoSmithKline plc,Infection,Prescription
Clarivir,Antibiotic,Ointment,897 mg,Amgen Inc.,Infection,Over-the-Counter
Dolovir,Antidiabetic,Syrup,164 mg,Sanofi S.A.,Fungus,Prescription
Metoprofen,Antiviral,Inhaler,631 mg,CSL Limited,Fungus,Over-the-Counter
Amoximycin,Antiviral,Injection,739 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Ibupromet,Antiseptic,Injection,830 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Dextroprofen,Antiviral,Cream,998 mg,GlaxoSmithKline plc,Infection,Prescription
Metophen,Antifungal,Drops,238 mg,Eli Lilly and Company,Fungus,Prescription
Ibupronazole,Antipyretic,Injection,604 mg,Novo Nordisk A/S,Infection,Prescription
Ibupromycin,Antiseptic,Ointment,444 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Ibuprophen,Antidepressant,Ointment,818 mg,CSL Limited,Virus,Over-the-Counter
Clarinazole,Antiseptic,Tablet,531 mg,AstraZeneca plc,Virus,Prescription
Doloprofen,Analgesic,Inhaler,652 mg,Johnson & Johnson,Infection,Prescription
Metoprofen,Antidepressant,Tablet,718 mg,Amgen Inc.,Wound,Prescription
Clarivir,Antidiabetic,Capsule,803 mg,Novartis AG,Depression,Over-the-Counter
Acetophen,Antifungal,Syrup,412 mg,GlaxoSmithKline plc,Diabetes,Prescription
Dolophen,Antifungal,Tablet,150 mg,Eli Lilly and Company,Virus,Prescription
Acetoprofen,Antidiabetic,Inhaler,697 mg,Novartis AG,Diabetes,Over-the-Counter
Clariphen,Antidiabetic,Capsule,151 mg,Eli Lilly and Company,Wound,Prescription
Dextrophen,Antifungal,Injection,432 mg,CSL Limited,Diabetes,Prescription
Dextromycin,Antiviral,Injection,708 mg,"Gilead Sciences, Inc.",Infection,Prescription
Clariprofen,Antifungal,Drops,22 mg,GlaxoSmithKline plc,Diabetes,Prescription
Amoxivir,Antiviral,Ointment,50 mg,AstraZeneca plc,Fever,Prescription
Acetomycin,Antidiabetic,Inhaler,382 mg,"Gilead Sciences, Inc.",Pain,Prescription
Ibuprostatin,Antiseptic,Tablet,284 mg,Pfizer Inc.,Wound,Prescription
Clarinazole,Antiviral,Ointment,820 mg,Novartis AG,Infection,Over-the-Counter
Cefstatin,Antipyretic,Ointment,648 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Metoprofen,Antidiabetic,Injection,358 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Ibuprophen,Antibiotic,Inhaler,917 mg,Novartis AG,Diabetes,Prescription
Dolovir,Antipyretic,Syrup,489 mg,AstraZeneca plc,Virus,Over-the-Counter
Cefmet,Antiviral,Tablet,716 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Dextromet,Analgesic,Injection,994 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Cefphen,Antifungal,Cream,746 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Clarimet,Antidepressant,Capsule,674 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Dolomycin,Antifungal,Syrup,369 mg,Sanofi S.A.,Wound,Over-the-Counter
Cefprofen,Antiviral,Capsule,259 mg,Roche Holding AG,Wound,Prescription
Clarimycin,Analgesic,Ointment,658 mg,Novartis AG,Infection,Prescription
Clariphen,Antiviral,Syrup,127 mg,Bayer AG,Pain,Prescription
Ibuprocillin,Antipyretic,Capsule,873 mg,Biogen Inc.,Fever,Prescription
Amoxistatin,Antibiotic,Cream,251 mg,"Merck & Co., Inc.",Diabetes,Prescription
Metostatin,Analgesic,Capsule,202 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Acetocillin,Antipyretic,Cream,806 mg,AbbVie Inc.,Virus,Over-the-Counter
Ibuprocillin,Antipyretic,Injection,67 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Dextronazole,Antiseptic,Tablet,454 mg,Novo Nordisk A/S,Fever,Prescription
Ibuprostatin,Antiseptic,Tablet,68 mg,Roche Holding AG,Infection,Prescription
Amoximycin,Antidepressant,Tablet,81 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Ibuprovir,Antiviral,Ointment,36 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Dolocillin,Analgesic,Syrup,685 mg,Sanofi S.A.,Wound,Prescription
Dextrovir,Antidepressant,Tablet,46 mg,Amgen Inc.,Wound,Prescription
Claristatin,Antibiotic,Capsule,732 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Dolomycin,Analgesic,Cream,650 mg,Johnson & Johnson,Virus,Prescription
Acetonazole,Analgesic,Injection,274 mg,Johnson & Johnson,Fungus,Over-the-Counter
Dolomet,Analgesic,Syrup,141 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Clarimet,Analgesic,Capsule,816 mg,AbbVie Inc.,Fungus,Prescription
Cefstatin,Antiviral,Drops,153 mg,Pfizer Inc.,Fungus,Over-the-Counter
Dextroprofen,Antibiotic,Cream,57 mg,Eli Lilly and Company,Depression,Prescription
Ibupromycin,Antidepressant,Syrup,417 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Amoximycin,Analgesic,Cream,204 mg,Novo Nordisk A/S,Diabetes,Prescription
Ibuprovir,Antiseptic,Ointment,967 mg,GlaxoSmithKline plc,Virus,Prescription
Dextrovir,Antidepressant,Ointment,933 mg,Pfizer Inc.,Virus,Prescription
Dextrocillin,Antiseptic,Tablet,457 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Dextromet,Antiviral,Ointment,919 mg,Amgen Inc.,Diabetes,Prescription
Ibupromet,Antibiotic,Tablet,514 mg,Pfizer Inc.,Fungus,Prescription
Ibupronazole,Antiviral,Tablet,325 mg,AbbVie Inc.,Wound,Over-the-Counter
Doloprofen,Antifungal,Capsule,924 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Acetomycin,Antiseptic,Ointment,149 mg,Novo Nordisk A/S,Fever,Prescription
Dolovir,Antiseptic,Inhaler,282 mg,Amgen Inc.,Depression,Over-the-Counter
Dextronazole,Antifungal,Ointment,507 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Acetomet,Antibiotic,Cream,571 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Clarinazole,Antiseptic,Injection,288 mg,Bayer AG,Diabetes,Prescription
Dextrocillin,Antidiabetic,Drops,588 mg,Bayer AG,Infection,Over-the-Counter
Claristatin,Antifungal,Injection,806 mg,Bayer AG,Fever,Prescription
Ibuprostatin,Antiseptic,Capsule,959 mg,"Merck & Co., Inc.",Infection,Prescription
Amoxiprofen,Antifungal,Capsule,749 mg,Biogen Inc.,Depression,Prescription
Metomet,Antipyretic,Cream,519 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dolostatin,Antipyretic,Injection,70 mg,Sanofi S.A.,Fungus,Prescription
Clarimet,Antifungal,Inhaler,754 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Dolovir,Antifungal,Drops,227 mg,Roche Holding AG,Depression,Over-the-Counter
Cefmycin,Antiseptic,Drops,720 mg,CSL Limited,Diabetes,Over-the-Counter
Amoximet,Analgesic,Inhaler,878 mg,AbbVie Inc.,Infection,Prescription
Ibuprostatin,Antifungal,Ointment,422 mg,Amgen Inc.,Diabetes,Prescription
Acetoprofen,Antibiotic,Tablet,649 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Ibupronazole,Antiseptic,Injection,726 mg,Bayer AG,Infection,Prescription
Dextronazole,Antidiabetic,Drops,820 mg,Novartis AG,Wound,Prescription
Cefprofen,Antidepressant,Inhaler,513 mg,Sanofi S.A.,Wound,Prescription
Ibuprophen,Antibiotic,Capsule,138 mg,Novo Nordisk A/S,Diabetes,Prescription
Cefmet,Antidepressant,Drops,427 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Amoxiprofen,Antiviral,Capsule,174 mg,AbbVie Inc.,Virus,Prescription
Doloprofen,Antiseptic,Capsule,737 mg,GlaxoSmithKline plc,Infection,Prescription
Dolonazole,Antibiotic,Ointment,553 mg,Boehringer Ingelheim GmbH,Pain,Over-the-Counter
Metostatin,Antiseptic,Inhaler,659 mg,Amgen Inc.,Fungus,Prescription
Dolocillin,Antifungal,Cream,118 mg,"Gilead Sciences, Inc.",Fever,Prescription
Clariprofen,Antidiabetic,Injection,886 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Amoximet,Antidiabetic,Injection,274 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Cefcillin,Antidepressant,Capsule,20 mg,CSL Limited,Fever,Prescription
Clarimet,Analgesic,Drops,357 mg,Roche Holding AG,Fungus,Over-the-Counter
Clariphen,Antidepressant,Tablet,869 mg,AbbVie Inc.,Pain,Prescription
Cefmet,Antibiotic,Inhaler,482 mg,Biogen Inc.,Virus,Over-the-Counter
Amoxiphen,Analgesic,Injection,234 mg,Roche Holding AG,Fungus,Over-the-Counter
Dextromet,Antidiabetic,Inhaler,522 mg,Novartis AG,Pain,Over-the-Counter
Metonazole,Antibiotic,Injection,854 mg,Bristol-Myers Squibb Company,Virus,Prescription
Dextrostatin,Antiviral,Inhaler,669 mg,Amgen Inc.,Infection,Over-the-Counter
Acetoprofen,Antiseptic,Syrup,467 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Cefnazole,Antiviral,Drops,289 mg,"Merck & Co., Inc.",Infection,Prescription
Dextrophen,Antiseptic,Syrup,172 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Ibuprocillin,Antidiabetic,Tablet,380 mg,Amgen Inc.,Fungus,Over-the-Counter
Amoxiprofen,Analgesic,Cream,852 mg,Novartis AG,Diabetes,Prescription
Amoxiprofen,Antiseptic,Syrup,879 mg,CSL Limited,Virus,Over-the-Counter
Dextrovir,Antidepressant,Ointment,844 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Metoprofen,Antiseptic,Cream,400 mg,GlaxoSmithKline plc,Wound,Prescription
Metonazole,Antifungal,Drops,939 mg,Roche Holding AG,Depression,Prescription
Acetoprofen,Analgesic,Ointment,861 mg,GlaxoSmithKline plc,Depression,Prescription
Metophen,Antiseptic,Drops,32 mg,Amgen Inc.,Diabetes,Prescription
Ibuprophen,Antidepressant,Capsule,971 mg,Johnson & Johnson,Pain,Over-the-Counter
Cefnazole,Antidiabetic,Injection,704 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Metomet,Analgesic,Inhaler,103 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Ibupronazole,Antipyretic,Capsule,407 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Ibuprovir,Antipyretic,Injection,333 mg,Pfizer Inc.,Fever,Prescription
Metostatin,Antifungal,Ointment,623 mg,Eli Lilly and Company,Virus,Prescription
Metonazole,Antidepressant,Capsule,388 mg,Eli Lilly and Company,Fungus,Prescription
Dextroprofen,Antifungal,Cream,902 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Amoxiprofen,Antidiabetic,Inhaler,317 mg,AstraZeneca plc,Diabetes,Prescription
Ibupromet,Antibiotic,Injection,256 mg,Sanofi S.A.,Fungus,Over-the-Counter
Dolocillin,Antiviral,Capsule,53 mg,AstraZeneca plc,Virus,Prescription
Metomet,Antibiotic,Drops,541 mg,AbbVie Inc.,Fungus,Over-the-Counter
Acetostatin,Antidepressant,Inhaler,114 mg,CSL Limited,Wound,Prescription
Acetophen,Antiviral,Tablet,545 mg,Pfizer Inc.,Infection,Over-the-Counter
Claricillin,Antiviral,Syrup,822 mg,Biogen Inc.,Infection,Prescription
Metocillin,Antidepressant,Inhaler,252 mg,Pfizer Inc.,Pain,Prescription
Dolovir,Antiseptic,Injection,137 mg,Novartis AG,Pain,Prescription
Dolomet,Analgesic,Capsule,280 mg,AbbVie Inc.,Depression,Over-the-Counter
Dextrophen,Antibiotic,Syrup,630 mg,CSL Limited,Fever,Prescription
Dextromet,Antidepressant,Tablet,59 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Cefstatin,Antipyretic,Drops,996 mg,Pfizer Inc.,Fungus,Prescription
Amoxiphen,Antiviral,Drops,446 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Metovir,Analgesic,Ointment,11 mg,Novo Nordisk A/S,Diabetes,Prescription
Cefvir,Analgesic,Inhaler,914 mg,Novo Nordisk A/S,Infection,Prescription
Metonazole,Antidiabetic,Tablet,390 mg,AbbVie Inc.,Pain,Prescription
Acetostatin,Antiviral,Cream,957 mg,Eli Lilly and Company,Infection,Over-the-Counter
Cefnazole,Antiviral,Drops,861 mg,Amgen Inc.,Infection,Over-the-Counter
Clarivir,Antiseptic,Inhaler,871 mg,Biogen Inc.,Pain,Prescription
Cefprofen,Antidepressant,Tablet,604 mg,Novartis AG,Pain,Prescription
Acetomycin,Antiviral,Ointment,197 mg,Bayer AG,Depression,Prescription
Cefstatin,Antiviral,Capsule,438 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Dolomet,Antibiotic,Cream,691 mg,Novo Nordisk A/S,Pain,Prescription
Clariprofen,Antidepressant,Ointment,598 mg,Biogen Inc.,Fungus,Over-the-Counter
Clariprofen,Antiseptic,Capsule,720 mg,Sanofi S.A.,Wound,Prescription
Dextrostatin,Antifungal,Injection,785 mg,Eli Lilly and Company,Pain,Over-the-Counter
Dextrocillin,Antibiotic,Injection,608 mg,Johnson & Johnson,Wound,Over-the-Counter
Amoximet,Analgesic,Ointment,712 mg,GlaxoSmithKline plc,Wound,Prescription
Claricillin,Antipyretic,Syrup,28 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Dextrophen,Antibiotic,Drops,71 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Clarinazole,Antiseptic,Injection,639 mg,CSL Limited,Infection,Prescription
Amoxivir,Antiviral,Inhaler,100 mg,Amgen Inc.,Diabetes,Prescription
Metonazole,Antipyretic,Inhaler,620 mg,AstraZeneca plc,Virus,Over-the-Counter
Metostatin,Antiseptic,Cream,950 mg,Eli Lilly and Company,Fever,Over-the-Counter
Acetomet,Antidiabetic,Capsule,476 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Amoximycin,Antiviral,Inhaler,863 mg,Biogen Inc.,Virus,Prescription
Clarivir,Antiviral,Cream,893 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Dextroprofen,Antifungal,Drops,769 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Cefstatin,Antiviral,Cream,762 mg,AbbVie Inc.,Pain,Prescription
Dextrophen,Analgesic,Injection,878 mg,Sanofi S.A.,Infection,Over-the-Counter
Dextroprofen,Antiviral,Cream,837 mg,Bayer AG,Fever,Over-the-Counter
Dextrovir,Antidepressant,Injection,960 mg,Sanofi S.A.,Virus,Prescription
Metonazole,Antidiabetic,Cream,506 mg,AbbVie Inc.,Depression,Over-the-Counter
Dextrostatin,Antidepressant,Tablet,669 mg,CSL Limited,Fever,Over-the-Counter
Dolocillin,Antidepressant,Drops,614 mg,Johnson & Johnson,Fever,Prescription
Dextrostatin,Antidepressant,Capsule,146 mg,Roche Holding AG,Pain,Prescription
Amoxicillin,Antidepressant,Cream,832 mg,Roche Holding AG,Infection,Prescription
Claristatin,Antidepressant,Capsule,641 mg,Johnson & Johnson,Virus,Prescription
Metonazole,Analgesic,Injection,134 mg,"Gilead Sciences, Inc.",Wound,Prescription
Metonazole,Analgesic,Tablet,320 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dolomycin,Antidepressant,Syrup,77 mg,Eli Lilly and Company,Fever,Prescription
Dolomet,Antipyretic,Inhaler,58 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Cefnazole,Antidiabetic,Tablet,774 mg,Eli Lilly and Company,Virus,Prescription
Dextronazole,Antipyretic,Cream,500 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Dolonazole,Antidiabetic,Tablet,47 mg,AbbVie Inc.,Infection,Over-the-Counter
Clarivir,Antiseptic,Tablet,402 mg,Amgen Inc.,Infection,Prescription
Clarinazole,Antifungal,Capsule,667 mg,Eli Lilly and Company,Fever,Over-the-Counter
Ibuprostatin,Antipyretic,Inhaler,522 mg,"Gilead Sciences, Inc.",Wound,Prescription
Amoximycin,Antipyretic,Syrup,859 mg,GlaxoSmithKline plc,Wound,Prescription
Dextromet,Antidepressant,Syrup,561 mg,Amgen Inc.,Infection,Prescription
Clarimycin,Antibiotic,Cream,261 mg,AstraZeneca plc,Diabetes,Prescription
Cefmet,Antipyretic,Ointment,859 mg,Bayer AG,Pain,Over-the-Counter
Dolomycin,Antiseptic,Injection,985 mg,Eli Lilly and Company,Infection,Prescription
Cefstatin,Antidepressant,Ointment,213 mg,Johnson & Johnson,Depression,Over-the-Counter
Metoprofen,Antidepressant,Drops,777 mg,Biogen Inc.,Fungus,Prescription
Ibuprophen,Antidepressant,Drops,121 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Doloprofen,Antiviral,Syrup,773 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Dextrovir,Antiviral,Injection,213 mg,Roche Holding AG,Pain,Over-the-Counter
Dolophen,Antidiabetic,Tablet,207 mg,AbbVie Inc.,Virus,Over-the-Counter
Amoximet,Analgesic,Capsule,390 mg,Biogen Inc.,Pain,Over-the-Counter
Amoximet,Antipyretic,Injection,857 mg,Amgen Inc.,Virus,Prescription
Dolomycin,Antidepressant,Inhaler,909 mg,Boehringer Ingelheim GmbH,Infection,Over-the-Counter
Dextrophen,Antifungal,Capsule,592 mg,GlaxoSmithKline plc,Fever,Prescription
Metophen,Antifungal,Injection,188 mg,Novo Nordisk A/S,Pain,Prescription
Dolonazole,Antifungal,Inhaler,679 mg,Bayer AG,Depression,Prescription
Ibuprophen,Antibiotic,Inhaler,554 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Acetovir,Antidiabetic,Ointment,231 mg,AstraZeneca plc,Fungus,Prescription
Claristatin,Antipyretic,Ointment,782 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Claricillin,Antipyretic,Cream,837 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Ibuprovir,Analgesic,Drops,743 mg,CSL Limited,Virus,Over-the-Counter
Amoxivir,Antibiotic,Cream,51 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dextromycin,Antiviral,Ointment,891 mg,Johnson & Johnson,Depression,Over-the-Counter
Metocillin,Antipyretic,Inhaler,58 mg,Biogen Inc.,Pain,Over-the-Counter
Cefvir,Antidepressant,Ointment,535 mg,AstraZeneca plc,Pain,Prescription
Acetocillin,Antidiabetic,Tablet,760 mg,Novartis AG,Fungus,Over-the-Counter
Ibuprovir,Antidepressant,Injection,639 mg,Roche Holding AG,Diabetes,Prescription
Ibupromet,Antibiotic,Drops,335 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Dolonazole,Antiseptic,Injection,937 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dextromycin,Antidiabetic,Drops,123 mg,Pfizer Inc.,Pain,Over-the-Counter
Metomet,Antidiabetic,Cream,119 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Metocillin,Antifungal,Ointment,152 mg,Johnson & Johnson,Fever,Over-the-Counter
Ibuprocillin,Antidepressant,Ointment,68 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Metostatin,Antipyretic,Injection,128 mg,CSL Limited,Virus,Prescription
Acetocillin,Antibiotic,Inhaler,396 mg,Novartis AG,Diabetes,Over-the-Counter
Ibuproprofen,Antipyretic,Tablet,235 mg,Amgen Inc.,Depression,Over-the-Counter
Metoprofen,Analgesic,Cream,280 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Clarinazole,Analgesic,Tablet,441 mg,Bristol-Myers Squibb Company,Virus,Prescription
